"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","PROFESSIONE1","Occupation 2011","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021-Q2","Q2-2021",317.256,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021-Q3","Q3-2021",348.397,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021-Q4","Q4-2021",351.996,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022-Q1","Q1-2022",331.312,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022-Q2","Q2-2022",327.215,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022-Q3","Q3-2022",321.792,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022-Q4","Q4-2022",326.765,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","50","armed forces","2018","2018",0.118,"0","less than half of the unit used"
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","50","armed forces","2018-Q1","Q1-2018",0.472,"0","less than half of the unit used"
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",56.428,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",55.571,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",59.074,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",58.429,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",70.121,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",394.395,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",402.938,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",348.571,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",375.763,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",434.024,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",460.828,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",478.683,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",470.587,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",500.111,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",519.08,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",75.206,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",78.497,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",72.565,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",70.548,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",74.639,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",152.7,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",145.739,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",122.792,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",140.111,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",158.729,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",25.611,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",27.725,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",24.642,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",27.659,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",34.055,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",43.923,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",42.506,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",40.842,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",39.941,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",54.017,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",128.648,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",134.561,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",116.687,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",123.891,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",138.217,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",32.306,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",31.412,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",32.541,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",37.471,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",38.034,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",48.044,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",47.32,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",44.423,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",50.294,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",50.899,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",125.353,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",124.895,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",105.618,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",107.496,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",113.725,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",19.353,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",21.784,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",21.625,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",21.597,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",27.356,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2018","2018",112.674,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2019","2019",116.597,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2020","2020",103.129,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021","2021",96.513,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022","2022",92.586,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",92.745,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018-Q2","Q2-2018",98.337,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018-Q1","Q1-2018",92.252,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018-Q4","Q4-2018",90.962,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018-Q3","Q3-2018",89.428,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",92.557,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019-Q1","Q1-2019",89.918,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019-Q2","Q2-2019",90.292,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019-Q4","Q4-2019",94.172,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019-Q3","Q3-2019",95.848,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",80.281,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020-Q2","Q2-2020",85.376,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020-Q1","Q1-2020",89.555,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020-Q3","Q3-2020",76.458,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020-Q4","Q4-2020",69.733,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",81.946,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",86.881,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021-Q1","Q1-2021",78.836,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021-Q2","Q2-2021",81.52,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021-Q3","Q3-2021",84.087,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021-Q4","Q4-2021",83.341,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022-Q1","Q1-2022",74.659,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022-Q2","Q2-2022",93.309,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022-Q3","Q3-2022",89.47,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022-Q4","Q4-2022",90.087,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",206.09,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018-Q2","Q2-2018",218.009,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018-Q1","Q1-2018",203.366,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018-Q4","Q4-2018",193.842,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018-Q3","Q3-2018",209.143,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",215.442,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019-Q1","Q1-2019",202.126,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019-Q2","Q2-2019",225.362,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019-Q4","Q4-2019",204.78,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019-Q3","Q3-2019",229.499,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",193.481,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020-Q2","Q2-2020",192.04,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020-Q1","Q1-2020",184.496,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020-Q3","Q3-2020",215.024,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020-Q4","Q4-2020",182.365,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",205.8,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",240.149,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021-Q1","Q1-2021",183.311,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021-Q2","Q2-2021",207.006,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021-Q3","Q3-2021",218.036,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021-Q4","Q4-2021",214.848,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022-Q1","Q1-2022",253.27,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022-Q2","Q2-2022",238.117,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022-Q3","Q3-2022",248.716,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022-Q4","Q4-2022",220.494,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",607.329,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018-Q2","Q2-2018",619.228,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018-Q1","Q1-2018",589.563,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018-Q4","Q4-2018",609.14,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018-Q3","Q3-2018",611.387,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",633.545,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019-Q1","Q1-2019",616.424,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019-Q2","Q2-2019",632.883,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019-Q4","Q4-2019",644.104,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019-Q3","Q3-2019",640.771,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",619.498,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020-Q2","Q2-2020",599.017,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020-Q1","Q1-2020",630.819,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020-Q3","Q3-2020",626.884,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020-Q4","Q4-2020",621.272,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",630.574,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",652.4,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021-Q1","Q1-2021",617.777,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021-Q2","Q2-2021",600.319,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021-Q3","Q3-2021",628.111,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021-Q4","Q4-2021",676.09,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022-Q1","Q1-2022",640.128,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022-Q2","Q2-2022",639.443,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022-Q3","Q3-2022",670.525,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022-Q4","Q4-2022",659.502,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",119.129,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",121.004,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",113.408,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",110.489,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",128.656,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",281.348,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",280.3,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",239.479,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",264.001,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",296.946,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",38.483,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",39.799,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",33.452,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",32.429,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",32.55,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",71.191,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",72.475,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",62.389,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",67.067,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",78.446,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",24.219,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",25.634,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",20.882,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",19.632,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",25.985,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",41.855,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",50.163,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",46.703,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",44.695,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",58.632,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",24.289,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",20.435,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",19.297,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",22.863,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",21.608,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",60.068,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",59.252,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",53.542,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",59.394,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",69.253,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",144.453,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",150.348,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",143.507,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",138.672,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",147.351,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2018","2018",5.754,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2019","2019",6.689,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2020","2020",6.649,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2021","2021",7.022,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","10","managers, professionals and technicians","2022","2022",6.737,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",32.976,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",33.552,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",30.847,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",34.645,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",33.819,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",59.965,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",63.651,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",62.587,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",56.921,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",58.058,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2018","2018",113.992,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2019","2019",107.543,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2020","2020",99.274,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021","2021",101.764,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022","2022",103.052,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2018","2018",78.443,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2019","2019",71.75,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2020","2020",60.775,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2021","2021",65.148,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","20","white collar","2022","2022",59.036,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2018","2018",6.057,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2019","2019",6.851,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2020","2020",5.676,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2021","2021",6.203,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","30","blue collar and craft and related trades workers","2022","2022",7.096,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2018","2018",62.015,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2019","2019",65.592,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2020","2020",58.363,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2021","2021",51.738,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","40","elementary occupations","2022","2022",49.805,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","99","total","2018","2018",366.085,,
