"ITTER107","Territory","TIPO_DATO7","Data type","ISO_A","Country of birth","TIME","Select time","Value","Flag Codes","Flags"
"ITD37","Rovigo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",16.34,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",10.98,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.1,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",11.36,,
"ITD37","Rovigo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",25.02,,
"ITD37","Rovigo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",28.14,,
"ITD37","Rovigo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",26.38,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.43,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.55,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.72,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",13.72,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",14.08,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",14.31,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",13.75,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",13.98,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.23,,
"ITD41","Pordenone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",9.4,,
"ITD41","Pordenone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",9.6,,
"ITD41","Pordenone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",9.9,,
"ITC3","Liguria","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",22.9,,
"ITC3","Liguria","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",23.05,,
"ITC3","Liguria","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",23.29,,
"ITC31","Imperia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.91,,
"ITC31","Imperia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.08,,
"ITC31","Imperia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.24,,
"ITC32","Savona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.37,,
"ITC32","Savona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.49,,
"ITC32","Savona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.55,,
"ITC33","Genova","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.83,,
"ITC33","Genova","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15.91,,
"ITC33","Genova","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.28,,
"ITC33","Genova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",24.69,,
"ITC33","Genova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",24.66,,
"ITC33","Genova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",25.16,,
"ITC34","La Spezia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.34,,
"ITC34","La Spezia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.49,,
"ITC34","La Spezia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.82,,
"ITC4","Lombardia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.67,,
"ITC4","Lombardia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.75,,
"ITC4","Lombardia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.97,,
"ITC41","Varese","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.36,,
"ITC41","Varese","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15.51,,
"ITC41","Varese","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",15.83,,
"ITC41","Varese","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",23.34,,
"ITC41","Varese","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",23.35,,
"ITC41","Varese","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",23.97,,
"ITC42","Como","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.07,,
"ITC42","Como","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.17,,
"ITC42","Como","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12.36,,
"ITC43","Lecco","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",9.13,,
"ITC43","Lecco","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",9.14,,
"ITC43","Lecco","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",9.38,,
"ITC44","Sondrio","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",13.85,,
"ITC44","Sondrio","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.03,,
"ITC44","Sondrio","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.93,,
"ITC44","Sondrio","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.93,,
"ITC44","Sondrio","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",19.29,,
"ITC44","Sondrio","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",19.35,,
"ITC45","Milano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",13.55,,
"ITC45","Milano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",13.58,,
"ITC45","Milano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",14.43,,
"ITC46","Bergamo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.87,,
"ITC46","Bergamo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.93,,
"ITC46","Bergamo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",9.15,,
"ITC47","Brescia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.43,,
"ITC47","Brescia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.52,,
"ITC47","Brescia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",14.84,,
"ITD36","Padova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.2,,
"ITD36","Padova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",21.72,,
"ITD36","Padova","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",22.09,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.25,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.39,,
"ITD37","Rovigo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.6,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.63,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.74,,
"ITD4","Friuli-Venezia Giulia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.92,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.2,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.44,,
"ITD41","Pordenone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",14.69,,
"ITD41","Pordenone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",19.98,,
"ITD41","Pordenone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",20.41,,
"ITD41","Pordenone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",20.88,,
"ITD42","Udine","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.72,,
"ITD42","Udine","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.83,,
"ITD42","Udine","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12,,
"ITD43","Gorizia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.3,,
"ITD43","Gorizia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.52,,
"ITD43","Gorizia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.63,,
"ITD44","Trieste","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.78,,
"ITD44","Trieste","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",16.42,,
"ITD44","Trieste","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.33,,
"ITD44","Trieste","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",24.68,,
"ITD44","Trieste","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",25.52,,
"ITD44","Trieste","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",25.3,,
"ITD5","Emilia-Romagna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.18,,
"ITD5","Emilia-Romagna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.3,,
"ITD5","Emilia-Romagna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12.7,,
"ITD51","Piacenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.83,,
"ITD51","Piacenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.98,,
"ITD51","Piacenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",9.11,,
"ITD52","Parma","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.72,,
"ITD52","Parma","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15.67,,
"ITD52","Parma","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.55,,
"ITD52","Parma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",24.35,,
"ITD52","Parma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",24.01,,
"ITD52","Parma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",25.61,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.76,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.82,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",13.13,,
"ITD54","Modena","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.87,,
"ITD54","Modena","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.94,,
"ITD54","Modena","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",9.21,,
"ITD55","Bologna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.87,,
"ITD55","Bologna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",16.17,,
"ITD55","Bologna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.71,,
"ITE3","Marche","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.18,,
"ITE3","Marche","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",18.92,,
"ITE3","Marche","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",18.85,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.28,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.46,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.59,,
"ITE32","Ancona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.49,,
"ITE32","Ancona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.67,,
"ITE32","Ancona","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.79,,
"ITE33","Macerata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.7,,
"ITE33","Macerata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.89,,
"ITE33","Macerata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.01,,
"ITE33","Macerata","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",17.15,,
"ITE33","Macerata","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",17.52,,
"ITE33","Macerata","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.56,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.93,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.13,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.36,,
"ITE4","Lazio","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.83,,
"ITE4","Lazio","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.95,,
"ITE4","Lazio","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.1,,
"ITE41","Viterbo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.53,,
"ITE41","Viterbo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.63,,
"ITE41","Viterbo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.87,,
"ITE41","Viterbo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",17.36,,
"ITE41","Viterbo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",17.38,,
"ITE41","Viterbo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.74,,
"ITC46","Bergamo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.91,,
"ITC46","Bergamo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15,,
"ITC46","Bergamo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",15.4,,
"ITC46","Bergamo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.89,,
"ITC46","Bergamo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",22.06,,
"ITC46","Bergamo","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",22.63,,
"ITC47","Brescia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.97,,
"ITC47","Brescia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.1,,
"ITC47","Brescia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12.41,,
"ITC48","Pavia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.54,,
"ITC48","Pavia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.63,,
"ITC48","Pavia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.76,,
"ITC49","Lodi","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.59,,
"ITC49","Lodi","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15.18,,
"ITC49","Lodi","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",15.26,,
"ITC49","Lodi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.56,,
"ITC49","Lodi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",23.04,,
"ITC49","Lodi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",22.98,,
"ITC4A","Cremona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.25,,
"ITC4A","Cremona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.42,,
"ITC4A","Cremona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12.59,,
"ITC4B","Mantova","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.54,,
"ITC4B","Mantova","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.52,,
"ITC4B","Mantova","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.62,,
"ITD","Nord-est","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.73,,
"ITD","Nord-est","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.95,,
"ITD","Nord-est","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",15.22,,
"ITD","Nord-est","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.7,,
"ITD","Nord-est","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",22.09,,
"ITD","Nord-est","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",22.55,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",9.74,,
