"COUNTRY","Country","BIRTH","Place of birth","GENDER","Gender","RATE","Rate","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,12.5,,
"ISL","Iceland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,82.2,,
"ISL","Iceland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,82.6,,
"ISL","Iceland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,84.4,,
"ISL","Iceland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,82.5,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,82.5,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,82.4,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,75.3,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,77,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,5.1,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.7,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,11.6,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,10.8,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,87,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,86.5,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,85.2,,
"ISL","Iceland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,86.3,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,78.4,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,78.8,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,75.3,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,77.8,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,6.4,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.6,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,6.9,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.3,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,83.7,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,83.5,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,80.9,,
"IRL","Ireland","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,84,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,63.3,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,64.4,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,59.7,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,66,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,8.2,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.2,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,8,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.6,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,68.9,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,68.6,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,65,,
"IRL","Ireland","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,71.5,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,70.7,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,71.5,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,67.4,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,71.8,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7.2,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.9,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.5,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.5,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,76.2,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,75.9,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,72.8,,
"IRL","Ireland","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,77.6,,
"ITA","Italy","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,73.9,,
"ITA","Italy","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,75.1,,
"ITA","Italy","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,72.6,,
"ITA","Italy","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.7,,
"ITA","Italy","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,11.9,,
"ITA","Italy","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,11,,
"ITA","Italy","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,10.9,,
"ITA","Italy","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,10.8,,
"ITA","Italy","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,83.8,,
"ITA","Italy","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,84.4,,
"ITA","Italy","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,81.3,,
"ITA","Italy","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,82.6,,
"ITA","Italy","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,50.2,,
"ITA","Italy","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,49.9,,
"ITA","Italy","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,45.3,,
"ITA","Italy","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,47.1,,
"ITA","Italy","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,15.8,,
"ITA","Italy","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,15.6,,
"ITA","Italy","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,15,,
"ITA","Italy","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,16,,
"ITA","Italy","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,59.6,,
"ITA","Italy","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,59.2,,
"ITA","Italy","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,53.4,,
"ITA","Italy","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,56.1,,
"ITA","Italy","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,60.9,,
"ITA","Italy","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,61.4,,
"ITA","Italy","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,57.8,,
"ITA","Italy","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,59.3,,
"ITA","Italy","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,13.7,,
"ITA","Italy","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,13.1,,
"ITA","Italy","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,12.5,,
"ITA","Italy","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,13.1,,
"ITA","Italy","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,70.6,,
"ITA","Italy","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,70.7,,
"ITA","Italy","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,66.2,,
"ITA","Italy","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,68.2,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,75.4,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,76.7,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,75.8,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,77.2,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,5.9,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.8,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.3,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.3,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,80.2,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,82.3,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,81.7,,
"LUX","Luxembourg","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,81.5,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,67.2,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,67.3,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,66,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,68.2,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.7,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,9.2,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,6.7,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,72.3,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,72.1,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,72.7,,
"LUX","Luxembourg","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,73.1,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,71.4,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,72,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,71,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,72.8,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,6.4,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.7,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,8.2,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.9,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,76.3,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,77.3,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,77.3,,
"LUX","Luxembourg","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,77.4,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,66.8,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,66.1,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,56.2,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,64.6,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.2,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.2,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.1,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,69.7,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,69.7,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,60.4,,
"MEX","Mexico","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,68.1,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,36.7,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,39.6,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,39.1,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,38.8,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.6,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,5.7,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,6,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,38.3,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,41.9,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,41.5,,
"MEX","Mexico","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,41.3,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,51.8,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,53.2,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,47.4,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,51.7,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.3,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,6.5,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.4,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,54.1,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,56.2,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,50.7,,
"MEX","Mexico","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,54.7,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,73.5,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,73.7,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,73.8,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,74.2,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,6.1,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.5,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.5,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,6.7,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,78.3,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,78,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,79.2,,
"NLD","Netherlands","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,79.5,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,57.5,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,60.1,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,61.9,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,60.2,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7.9,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.6,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,9.4,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,9.2,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,62.5,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,64.4,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,67.7,,
"NLD","Netherlands","FB","Foreign-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,66.3,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,64.9,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,66.5,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,67.4,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,66.8,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,8.6,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.9,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,69.8,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,70.8,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,73.1,,
"NLD","Netherlands","FB","Foreign-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,72.6,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,83.9,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,84.3,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,84.8,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,41,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,3.7,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,3,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,3.7,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,3.1,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,87.2,,
"NZL","New Zealand","FB","Foreign-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,86.9,,
