"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","PROFESSIONE1","Occupation 2011","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","50","armed forces","2018","2018",0.244,"0","less than half of the unit used"
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","50","armed forces","2018-Q1","Q1-2018",0.976,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","50","armed forces","2021","2021",0.047,"0","less than half of the unit used"
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","50","armed forces","2021-Q1","Q1-2021",0.189,"0","less than half of the unit used"
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2018","2018",1296.559,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2018-Q2","Q2-2018",1315.129,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2018-Q1","Q1-2018",1239.597,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2018-Q4","Q4-2018",1296.073,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2018-Q3","Q3-2018",1335.436,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2019","2019",1338.588,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2019-Q1","Q1-2019",1295.912,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2019-Q2","Q2-2019",1361.194,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2019-Q4","Q4-2019",1337.494,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2019-Q3","Q3-2019",1359.752,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2020","2020",1280.856,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2020-Q2","Q2-2020",1233.99,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2020-Q1","Q1-2020",1305.754,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2020-Q3","Q3-2020",1300.027,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2020-Q4","Q4-2020",1283.655,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2021","2021",1307.906,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2022","2022",1384.571,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2021-Q1","Q1-2021",1214.951,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2021-Q2","Q2-2021",1270.654,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2021-Q3","Q3-2021",1347.772,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2021-Q4","Q4-2021",1398.25,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2022-Q1","Q1-2022",1366.794,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2022-Q2","Q2-2022",1391.485,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2022-Q3","Q3-2022",1404.161,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","99","total","2022-Q4","Q4-2022",1375.845,,
